51 20 229
NODE_COORD_SECTION
1 37 52
2 49 49
3 52 64
4 20 26
5 40 30
6 21 47
7 17 63
8 31 62
9 52 33
10 51 21
11 42 41
12 31 32
13 5 25
14 12 42
15 36 16
16 52 41
17 27 23
18 17 33
19 13 13
20 57 58
21 62 42
22 42 57
23 16 57
24 8 52
25 7 38
26 27 68
27 30 48
28 43 67
29 58 48
30 58 27
31 37 69
32 38 46
33 46 10
34 61 33
35 62 63
36 63 69
37 32 22
38 45 35
39 59 15
40 5 6
41 10 17
42 21 10
43 5 64
44 30 15
45 39 10
46 32 39
47 25 32
48 25 55
49 48 28
50 56 37
51 30 40
SET_SECTION
1 5 2 3 4 5 51
2 5 4 5 6 7 8
3 5 7 8 9 10 11
4 5 10 11 12 13 14
5 5 13 14 15 16 17
6 5 16 17 18 19 20
7 5 19 20 21 22 23
8 5 22 23 24 25 26
9 5 25 26 27 28 29
10 5 28 29 30 31 32
11 4 31 32 33 34
12 4 33 34 35 36
13 4 35 36 37 38
14 4 37 38 39 40
15 4 39 40 41 42
16 4 41 42 43 44
17 4 43 44 45 46
18 4 45 46 47 48
19 4 47 48 49 50
20 4 2 49 50 51
