51 15 229
NODE_COORD_SECTION
1 37 52
2 49 49
3 52 64
4 20 26
5 40 30
6 21 47
7 17 63
8 31 62
9 52 33
10 51 21
11 42 41
12 31 32
13 5 25
14 12 42
15 36 16
16 52 41
17 27 23
18 17 33
19 13 13
20 57 58
21 62 42
22 42 57
23 16 57
24 8 52
25 7 38
26 27 68
27 30 48
28 43 67
29 58 48
30 58 27
31 37 69
32 38 46
33 46 10
34 61 33
35 62 63
36 63 69
37 32 22
38 45 35
39 59 15
40 5 6
41 10 17
42 21 10
43 5 64
44 30 15
45 39 10
46 32 39
47 25 32
48 25 55
49 48 28
50 56 37
51 30 40
SET_SECTION
1 6 2 3 4 5 6 51
2 6 5 6 7 8 9 10
3 6 9 10 11 12 13 14
4 6 13 14 15 16 17 18
5 6 17 18 19 20 21 22
6 5 21 22 23 24 25
7 5 24 25 26 27 28
8 5 27 28 29 30 31
9 5 30 31 32 33 34
10 5 33 34 35 36 37
11 5 36 37 38 39 40
12 5 39 40 41 42 43
13 5 42 43 44 45 46
14 5 45 46 47 48 49
15 5 2 48 49 50 51
